id_student,code_module,code_presentation,num_of_prev_attempts,studied_credits,outcome,gender_F,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,highest_education_A Level or Equivalent,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,imd_band_0-10%,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,age_band_0-35,age_band_35-55,age_band_55<=,disability_Y,TMA1,TMA2,TMA3,PC1,PC2
113295,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.1,15.4,15.4,2.800868307190868,-0.7602416152633964
114017,AAA,2013J,0,60,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6,15.2,14.8,-0.35250068820671493,-0.014916630456694344
114999,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.4,15.8,15.4,-0.10294326304977913,-0.3679100570816536
116541,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,13.2,12.0,0.4743515557736604,-0.4677736966762628
116692,AAA,2013J,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.2,15.4,14.4,-0.20597264328054068,-0.3695148382414711
118983,AAA,2013J,0,120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.3,12.6,13.0,-0.952749100836474,-0.1326854377401327
123044,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.5,14.4,14.4,1.0087214571347738,-0.5532084811452248
127582,AAA,2013J,0,180,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.9,13.2,14.2,0.03691304793480667,-0.27396656450105467
132976,AAA,2013J,0,120,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.3,13.0,15.0,-0.9442345065763897,-0.22308289099974576
134143,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.7,16.6,17.0,1.0110143080352194,-0.6992767126163094
137873,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.2,16.2,16.6,3.6102809684037394,-0.986351180950699
141355,AAA,2013J,0,240,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.7,14.8,14.0,0.28297903346885434,-0.37842812907161405
142326,AAA,2013J,0,60,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.5,15.2,14.8,0.14614838901128815,-0.37867025902683027
144801,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.1,12.8,13.0,2.7314365399405083,-0.2550537201294156
145130,AAA,2013J,0,120,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.5,7.4,9.8,-0.6755465404420303,-0.23853770892278314
146188,AAA,2013J,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5.2,10.6,12.4,-0.7452348904549574,-0.1925508856941428
147756,AAA,2013J,0,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.7,14.4,15.0,-0.3870456650291676,-0.19896020193441702
151358,AAA,2013J,0,150,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.4,9.6,9.0,-1.0956063033426178,-0.18373576029682998
155550,AAA,2013J,0,420,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.5,13.2,13.6,-0.16005684258587324,-0.2982678823952697
155854,AAA,2013J,0,60,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.2,15.8,15.8,1.9265514121171596,-0.8448154946022413
157568,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.9,16.2,14.8,-0.13764186302017858,-0.367187011081043
164259,AAA,2013J,0,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.2,11.6,15.6,-0.9647952704469922,-0.2124960694129826
167906,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0,11.6,16.4,0.10075497728444056,-0.39148709650534624
168936,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.6,15.8,12.4,-0.44653091948664403,-0.25762407576178753
172112,AAA,2013J,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,13.4,14.8,-0.3339724830590974,-0.1999283155524897
172797,AAA,2013J,0,60,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,10.8,13.4,-0.7476832426662697,-0.2308735349877987
174782,AAA,2013J,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.3,15.8,15.4,3.828424585188129,-1.018657255451971
175392,AAA,2013J,0,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.5,14.8,16.4,2.6894343508735683,-0.450825091821059
175932,AAA,2013J,0,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.6,14.6,15.6,0.9875247225442352,-0.7185132411364186
175991,AAA,2013J,0,180,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.1,5.6,8.4,-0.983141002049742,-0.2076085459716749
180753,AAA,2013J,0,120,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.1,11.8,8.8,0.4410797409883948,-0.503119327817644
183096,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.7,10.6,10.2,0.2704700436233079,-0.48521747018367506
183947,AAA,2013J,0,180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.7,6.6,9.6,-0.4423001819411286,-0.0679134455739619
184271,AAA,2013J,0,170,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.5,12.4,13.0,0.19147975344220064,-0.47402435571976953
185439,AAA,2013J,0,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.4,0.0,0.0,-0.5741340942412024,-0.19464015289826633
186149,AAA,2013J,0,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.5,16.2,15.6,0.42571681981089343,-0.5209752882714946
187100,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.8,18.0,17.6,5.533849729530499,-1.352286692284967
189879,AAA,2013J,0,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.6,17.0,16.6,0.17941449231679266,-0.4090375595170871
192183,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.5,13.2,13.6,1.029645904781726,-0.6194038619544953
200860,AAA,2013J,0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.9,11.6,11.8,-0.5314709295130117,-0.19008661548313965
205350,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.5,11.8,17.4,0.3610678927262537,-0.4389502986309377
205719,AAA,2013J,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,6.7,12.6,8.0,-0.6982364017887618,-0.24717409139246105
227499,AAA,2013J,0,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.4,16.6,16.8,1.1970925938234565,-0.5355201425446111
227517,AAA,2013J,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.3,13.4,13.2,0.16110225512362178,-0.45757228522762633
228082,AAA,2013J,0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.8,13.6,15.4,-0.9943196167562254,-0.2005449761472324
228222,AAA,2013J,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.1,9.0,13.4,-0.7044974609094485,-0.19274207442462002
229179,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.4,13.6,14.0,-0.5924101625136187,-0.2356492887231977
229361,AAA,2013J,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8.1,15.2,15.0,-0.40080388929637356,-0.3291727068233421
231554,AAA,2013J,0,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8.0,12.4,12.6,0.5545049114235103,-0.5461614310249939
236284,AAA,2013J,0,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,16.8,16.6,-0.8280408022246548,-0.19398719292847583
238007,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.3,14.6,13.6,0.17190357984107446,-0.4513672979231346
240712,AAA,2013J,0,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.2,16.2,16.0,-0.9792243531278922,-0.17127222985094975
240884,AAA,2013J,0,120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.4,10.8,11.2,-0.7829007072543682,-0.1921716118647986
241649,AAA,2013J,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.5,13.2,16.0,0.34204191237735465,-0.5290057762618496
241729,AAA,2013J,0,60,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.1,11.0,12.4,-0.054367466685781685,-0.3305890795396741
242793,AAA,2013J,0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.6,15.0,15.4,-0.789442812904497,-0.04317969070580366
246834,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.0,11.2,11.6,-0.44329955450659364,-0.30884288070588506
248270,AAA,2013J,0,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.7,15.8,14.8,1.290431762836618,-0.4727557753921329
255548,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.4,15.0,16.8,1.3992151204516432,-0.6455385308885022
256815,AAA,2013J,0,120,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.1,15.0,15.8,-0.2962089380605,-0.28483664574428436
258392,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.8,11.4,12.8,-0.6739409509685045,-0.2158384417083856
258894,AAA,2013J,0,60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.8,13.0,15.0,2.4052447768552505,-0.6973466330698483
262011,AAA,2013J,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.0,15.8,14.0,-0.3496659414343241,-0.25924765464724986
262934,AAA,2013J,0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.1,16.0,15.0,1.306718433594489,-0.5456716230409746
268073,AAA,2013J,0,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.4,15.6,16.6,1.6675273819691323,-0.6134935591489705
271251,AAA,2013J,0,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.0,12.4,14.4,1.523206022222787,-0.7469224431730713
279572,AAA,2013J,0,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7.9,16.4,14.6,-0.5092013945400505,-0.29481182936174766
281022,AAA,2013J,0,150,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.0,14.4,14.8,-0.7614046051955755,-0.25323583264320537
281250,AAA,2013J,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.3,11.4,13.0,-1.0601386054806659,-0.16514985883936598
281589,AAA,2013J,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,-1.0960319872648123,-0.17876811848196464
282821,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.1,10.6,14.4,0.6538938200331591,-0.6055612099065005
286488,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.5,14.6,15.4,-0.47955964399026296,-0.34241071036673365
287548,AAA,2013J,0,120,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.9,14.0,12.0,-0.6172974404159808,-0.2913453528035817
290201,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.8,13.8,15.0,0.566579835549728,-0.5477289785476578
290757,AAA,2013J,0,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.5,14.8,15.2,-0.8256799558612029,-0.2172917472730374
291334,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.5,16.8,17.0,3.1780142601795824,-0.9681217967816143
293699,AAA,2013J,0,120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,11.0,10.6,-1.0869626413970954,-0.17897244620188563
294570,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.2,16.4,15.6,0.4734107080688035,-0.36873575579934137
294594,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6.1,10.6,10.8,-0.3882469702739977,-0.33925926296475617
295741,AAA,2013J,0,240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.8,10.4,10.4,-0.15002758010028977,-0.10401587151189857
296332,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.1,19.0,18.8,0.665348163189325,-0.6426785115700848
298696,AAA,2013J,0,60,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.7,14.0,17.0,-0.6744199573098879,-0.2760985158427614
300398,AAA,2013J,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.2,16.0,15.8,-0.00896302223732925,-0.3746442797980669
302302,AAA,2013J,0,60,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.8,11.8,11.8,-0.43088948546835965,-0.13011828930498007
305152,AAA,2013J,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.4,0.0,0.0,-0.9156140290065163,-0.19528187061119176
305386,AAA,2013J,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7.5,15.2,16.6,-0.0739103494214658,-0.44658834570353456
306107,AAA,2013J,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.3,9.2,12.4,-0.16401197111809815,-0.22928929251770885
